dataset	lang	model	measure1	measure2	corr
europarl	cs	bm25	ndcg	p.10	0.7949860383179369
europarl	cs	bm25	ndcg	r.10	0.6333333333333333
europarl	cs	bm25	ndcg	rbo	0.9
europarl	cs	bm25	ndcg	bleu.lower	0.9456149718939671
europarl	cs	bm25	ndcg	bleu.lower.stem	0.9500000000000001
europarl	cs	bm25	ndcg	bleu.lower.depunc	0.9456149718939671
europarl	cs	bm25	ndcg	bleu.lower.stem.depunc	0.9500000000000001
europarl	cs	bm25	ndcg	prec1.lower	0.9121418755437382
europarl	cs	bm25	ndcg	prec1.lower.stem	0.9
europarl	cs	bm25	ndcg	prec1.lower.depunc	0.9166666666666666
europarl	cs	bm25	ndcg	prec1.lower.stem.depunc	0.9166666666666666
europarl	cs	bm25	ndcg	prec2.lower	0.9333333333333332
europarl	cs	bm25	ndcg	prec2.lower.stem	0.9333333333333332
europarl	cs	bm25	ndcg	prec2.lower.depunc	0.9288784237188525
europarl	cs	bm25	ndcg	prec2.lower.stem.depunc	0.9333333333333332
europarl	cs	bm25	ndcg	prec3.lower	0.9333333333333332
europarl	cs	bm25	ndcg	prec3.lower.stem	0.9333333333333332
europarl	cs	bm25	ndcg	prec3.lower.depunc	0.9333333333333332
europarl	cs	bm25	ndcg	prec3.lower.stem.depunc	0.9333333333333332
europarl	cs	bm25	ndcg	prec4.lower	0.9333333333333332
europarl	cs	bm25	ndcg	prec4.lower.stem	0.9333333333333332
europarl	cs	bm25	ndcg	prec4.lower.depunc	0.9288784237188525
europarl	cs	bm25	ndcg	prec4.lower.stem.depunc	0.9333333333333332
europarl	cs	bm25	bleu.lower	size	0.9268325671031296
europarl	cs	bm25	bleu.lower	bpe.tokens	0.0802111184899685
europarl	cs	bm25	bleu.lower	map	0.9456149718939671
europarl	cs	bm25	bleu.lower	map.gm	0.7949860383179369
europarl	cs	bm25	bleu.lower	p.5	0.8284591346681659
europarl	cs	bm25	bleu.lower	p.10	0.8067226890756304
europarl	cs	bm25	bleu.lower	r.10	0.6610936529170212
europarl	cs	bm25	bleu.lower	rbo	0.8451956828432803
europarl	cs	bm25	bleu.lower	ndcg	0.9456149718939671
europarl	cs	bm25	bleu.lower	bleu.lower.stem	0.9958246164193105
europarl	cs	bm25	bleu.lower	bleu.lower.depunc	1.0
europarl	cs	bm25	bleu.lower	bleu.lower.stem.depunc	0.9958246164193105
europarl	cs	bm25	bleu.lower	prec1.lower	0.9579831932773111
europarl	cs	bm25	bleu.lower	prec1.lower.stem	0.9456149718939671
europarl	cs	bm25	bleu.lower	prec1.lower.depunc	0.9623515200690814
europarl	cs	bm25	bleu.lower	prec1.lower.stem.depunc	0.9623515200690814
europarl	cs	bm25	bleu.lower	prec2.lower	0.9790880682441959
europarl	cs	bm25	bleu.lower	prec2.lower.stem	0.9790880682441959
europarl	cs	bm25	bleu.lower	prec2.lower.depunc	0.9747899159663866
europarl	cs	bm25	bleu.lower	prec2.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower	prec3.lower	0.9790880682441959
europarl	cs	bm25	bleu.lower	prec3.lower.stem	0.9790880682441959
europarl	cs	bm25	bleu.lower	prec3.lower.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower	prec3.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower	prec4.lower	0.9790880682441959
europarl	cs	bm25	bleu.lower	prec4.lower.stem	0.9790880682441959
europarl	cs	bm25	bleu.lower	prec4.lower.depunc	0.9831932773109244
europarl	cs	bm25	bleu.lower	prec4.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower.stem	size	0.9143368661286193
europarl	cs	bm25	bleu.lower.stem	bpe.tokens	0.09128709291752768
europarl	cs	bm25	bleu.lower.stem	map	0.9500000000000001
europarl	cs	bm25	bleu.lower.stem	map.gm	0.7999999999999999
europarl	cs	bm25	bleu.lower.stem	p.5	0.8166666666666667
europarl	cs	bm25	bleu.lower.stem	p.10	0.8117225864930513
europarl	cs	bm25	bleu.lower.stem	r.10	0.65
europarl	cs	bm25	bleu.lower.stem	rbo	0.8499999999999999
europarl	cs	bm25	bleu.lower.stem	ndcg	0.9500000000000001
europarl	cs	bm25	bleu.lower.stem	bleu.lower	0.9958246164193105
europarl	cs	bm25	bleu.lower.stem	bleu.lower.depunc	0.9958246164193105
europarl	cs	bm25	bleu.lower.stem	bleu.lower.stem.depunc	1.0
europarl	cs	bm25	bleu.lower.stem	prec1.lower	0.9623515200690815
europarl	cs	bm25	bleu.lower.stem	prec1.lower.stem	0.9500000000000001
europarl	cs	bm25	bleu.lower.stem	prec1.lower.depunc	0.9666666666666667
europarl	cs	bm25	bleu.lower.stem	prec1.lower.stem.depunc	0.9666666666666667
europarl	cs	bm25	bleu.lower.stem	prec2.lower	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem	prec2.lower.stem	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem	prec2.lower.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower.stem	prec2.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem	prec3.lower	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem	prec3.lower.stem	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem	prec3.lower.depunc	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem	prec3.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem	prec4.lower	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem	prec4.lower.stem	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem	prec4.lower.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower.stem	prec4.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	bleu.lower.depunc	size	0.9268325671031296
europarl	cs	bm25	bleu.lower.depunc	bpe.tokens	0.0802111184899685
europarl	cs	bm25	bleu.lower.depunc	map	0.9456149718939671
europarl	cs	bm25	bleu.lower.depunc	map.gm	0.7949860383179369
europarl	cs	bm25	bleu.lower.depunc	p.5	0.8284591346681659
europarl	cs	bm25	bleu.lower.depunc	p.10	0.8067226890756304
europarl	cs	bm25	bleu.lower.depunc	r.10	0.6610936529170212
europarl	cs	bm25	bleu.lower.depunc	rbo	0.8451956828432803
europarl	cs	bm25	bleu.lower.depunc	ndcg	0.9456149718939671
europarl	cs	bm25	bleu.lower.depunc	bleu.lower	1.0
europarl	cs	bm25	bleu.lower.depunc	bleu.lower.stem	0.9958246164193105
europarl	cs	bm25	bleu.lower.depunc	bleu.lower.stem.depunc	0.9958246164193105
europarl	cs	bm25	bleu.lower.depunc	prec1.lower	0.9579831932773111
europarl	cs	bm25	bleu.lower.depunc	prec1.lower.stem	0.9456149718939671
europarl	cs	bm25	bleu.lower.depunc	prec1.lower.depunc	0.9623515200690814
europarl	cs	bm25	bleu.lower.depunc	prec1.lower.stem.depunc	0.9623515200690814
europarl	cs	bm25	bleu.lower.depunc	prec2.lower	0.9790880682441959
europarl	cs	bm25	bleu.lower.depunc	prec2.lower.stem	0.9790880682441959
europarl	cs	bm25	bleu.lower.depunc	prec2.lower.depunc	0.9747899159663866
europarl	cs	bm25	bleu.lower.depunc	prec2.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower.depunc	prec3.lower	0.9790880682441959
europarl	cs	bm25	bleu.lower.depunc	prec3.lower.stem	0.9790880682441959
europarl	cs	bm25	bleu.lower.depunc	prec3.lower.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower.depunc	prec3.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower.depunc	prec4.lower	0.9790880682441959
europarl	cs	bm25	bleu.lower.depunc	prec4.lower.stem	0.9790880682441959
europarl	cs	bm25	bleu.lower.depunc	prec4.lower.depunc	0.9831932773109244
europarl	cs	bm25	bleu.lower.depunc	prec4.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower.stem.depunc	size	0.9143368661286193
europarl	cs	bm25	bleu.lower.stem.depunc	bpe.tokens	0.09128709291752768
europarl	cs	bm25	bleu.lower.stem.depunc	map	0.9500000000000001
europarl	cs	bm25	bleu.lower.stem.depunc	map.gm	0.7999999999999999
europarl	cs	bm25	bleu.lower.stem.depunc	p.5	0.8166666666666667
europarl	cs	bm25	bleu.lower.stem.depunc	p.10	0.8117225864930513
europarl	cs	bm25	bleu.lower.stem.depunc	r.10	0.65
europarl	cs	bm25	bleu.lower.stem.depunc	rbo	0.8499999999999999
europarl	cs	bm25	bleu.lower.stem.depunc	ndcg	0.9500000000000001
europarl	cs	bm25	bleu.lower.stem.depunc	bleu.lower	0.9958246164193105
europarl	cs	bm25	bleu.lower.stem.depunc	bleu.lower.stem	1.0
europarl	cs	bm25	bleu.lower.stem.depunc	bleu.lower.depunc	0.9958246164193105
europarl	cs	bm25	bleu.lower.stem.depunc	prec1.lower	0.9623515200690815
europarl	cs	bm25	bleu.lower.stem.depunc	prec1.lower.stem	0.9500000000000001
europarl	cs	bm25	bleu.lower.stem.depunc	prec1.lower.depunc	0.9666666666666667
europarl	cs	bm25	bleu.lower.stem.depunc	prec1.lower.stem.depunc	0.9666666666666667
europarl	cs	bm25	bleu.lower.stem.depunc	prec2.lower	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem.depunc	prec2.lower.stem	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem.depunc	prec2.lower.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower.stem.depunc	prec2.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem.depunc	prec3.lower	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem.depunc	prec3.lower.stem	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem.depunc	prec3.lower.depunc	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem.depunc	prec3.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem.depunc	prec4.lower	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem.depunc	prec4.lower.stem	0.9833333333333333
europarl	cs	bm25	bleu.lower.stem.depunc	prec4.lower.depunc	0.9790880682441959
europarl	cs	bm25	bleu.lower.stem.depunc	prec4.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec1.lower	size	0.8921846206693677
europarl	cs	bm25	prec1.lower	bpe.tokens	0.09166984970282113
europarl	cs	bm25	prec1.lower	map	0.9121418755437382
europarl	cs	bm25	prec1.lower	map.gm	0.7615129419677079
europarl	cs	bm25	prec1.lower	p.5	0.7782494901428225
europarl	cs	bm25	prec1.lower	p.10	0.773109243697479
europarl	cs	bm25	prec1.lower	r.10	0.6443571047419068
europarl	cs	bm25	prec1.lower	rbo	0.8451956828432803
europarl	cs	bm25	prec1.lower	ndcg	0.9121418755437382
europarl	cs	bm25	prec1.lower	bleu.lower	0.9579831932773111
europarl	cs	bm25	prec1.lower	bleu.lower.stem	0.9623515200690815
europarl	cs	bm25	prec1.lower	bleu.lower.depunc	0.9579831932773111
europarl	cs	bm25	prec1.lower	bleu.lower.stem.depunc	0.9623515200690815
europarl	cs	bm25	prec1.lower	prec1.lower.stem	0.9958246164193105
europarl	cs	bm25	prec1.lower	prec1.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec1.lower	prec1.lower.stem.depunc	0.9958246164193105
europarl	cs	bm25	prec1.lower	prec2.lower	0.9790880682441959
europarl	cs	bm25	prec1.lower	prec2.lower.stem	0.9790880682441959
europarl	cs	bm25	prec1.lower	prec2.lower.depunc	0.9915966386554623
europarl	cs	bm25	prec1.lower	prec2.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	prec1.lower	prec3.lower	0.9790880682441959
europarl	cs	bm25	prec1.lower	prec3.lower.stem	0.9790880682441959
europarl	cs	bm25	prec1.lower	prec3.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec1.lower	prec3.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	prec1.lower	prec4.lower	0.9790880682441959
europarl	cs	bm25	prec1.lower	prec4.lower.stem	0.9790880682441959
europarl	cs	bm25	prec1.lower	prec4.lower.depunc	0.9747899159663866
europarl	cs	bm25	prec1.lower	prec4.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	prec1.lower.stem	size	0.8798335881615015
europarl	cs	bm25	prec1.lower.stem	bpe.tokens	0.09128709291752768
europarl	cs	bm25	prec1.lower.stem	map	0.9
europarl	cs	bm25	prec1.lower.stem	map.gm	0.75
europarl	cs	bm25	prec1.lower.stem	p.5	0.7666666666666667
europarl	cs	bm25	prec1.lower.stem	p.10	0.7615129419677079
europarl	cs	bm25	prec1.lower.stem	r.10	0.6333333333333333
europarl	cs	bm25	prec1.lower.stem	rbo	0.8333333333333333
europarl	cs	bm25	prec1.lower.stem	ndcg	0.9
europarl	cs	bm25	prec1.lower.stem	bleu.lower	0.9456149718939671
europarl	cs	bm25	prec1.lower.stem	bleu.lower.stem	0.9500000000000001
europarl	cs	bm25	prec1.lower.stem	bleu.lower.depunc	0.9456149718939671
europarl	cs	bm25	prec1.lower.stem	bleu.lower.stem.depunc	0.9500000000000001
europarl	cs	bm25	prec1.lower.stem	prec1.lower	0.9958246164193105
europarl	cs	bm25	prec1.lower.stem	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem	prec2.lower	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem	prec2.lower.stem	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem	prec2.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec1.lower.stem	prec2.lower.stem.depunc	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem	prec3.lower	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem	prec3.lower.stem	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem	prec3.lower.depunc	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem	prec3.lower.stem.depunc	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem	prec4.lower	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem	prec4.lower.stem	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem	prec4.lower.depunc	0.9623515200690815
europarl	cs	bm25	prec1.lower.stem	prec4.lower.stem.depunc	0.9666666666666667
europarl	cs	bm25	prec1.lower.depunc	size	0.8970852271450604
europarl	cs	bm25	prec1.lower.depunc	bpe.tokens	0.09128709291752768
europarl	cs	bm25	prec1.lower.depunc	map	0.9166666666666666
europarl	cs	bm25	prec1.lower.depunc	map.gm	0.7666666666666667
europarl	cs	bm25	prec1.lower.depunc	p.5	0.7833333333333333
europarl	cs	bm25	prec1.lower.depunc	p.10	0.7782494901428224
europarl	cs	bm25	prec1.lower.depunc	r.10	0.65
europarl	cs	bm25	prec1.lower.depunc	rbo	0.8499999999999999
europarl	cs	bm25	prec1.lower.depunc	ndcg	0.9166666666666666
europarl	cs	bm25	prec1.lower.depunc	bleu.lower	0.9623515200690814
europarl	cs	bm25	prec1.lower.depunc	bleu.lower.stem	0.9666666666666667
europarl	cs	bm25	prec1.lower.depunc	bleu.lower.depunc	0.9623515200690814
europarl	cs	bm25	prec1.lower.depunc	bleu.lower.stem.depunc	0.9666666666666667
europarl	cs	bm25	prec1.lower.depunc	prec1.lower	0.9958246164193105
europarl	cs	bm25	prec1.lower.depunc	prec1.lower.stem	0.9833333333333333
europarl	cs	bm25	prec1.lower.depunc	prec1.lower.stem.depunc	1.0
europarl	cs	bm25	prec1.lower.depunc	prec2.lower	0.9833333333333333
europarl	cs	bm25	prec1.lower.depunc	prec2.lower.stem	0.9833333333333333
europarl	cs	bm25	prec1.lower.depunc	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec1.lower.depunc	prec2.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec1.lower.depunc	prec3.lower	0.9833333333333333
europarl	cs	bm25	prec1.lower.depunc	prec3.lower.stem	0.9833333333333333
europarl	cs	bm25	prec1.lower.depunc	prec3.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec1.lower.depunc	prec3.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec1.lower.depunc	prec4.lower	0.9833333333333333
europarl	cs	bm25	prec1.lower.depunc	prec4.lower.stem	0.9833333333333333
europarl	cs	bm25	prec1.lower.depunc	prec4.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec1.lower.depunc	prec4.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	size	0.8970852271450604
europarl	cs	bm25	prec1.lower.stem.depunc	bpe.tokens	0.09128709291752768
europarl	cs	bm25	prec1.lower.stem.depunc	map	0.9166666666666666
europarl	cs	bm25	prec1.lower.stem.depunc	map.gm	0.7666666666666667
europarl	cs	bm25	prec1.lower.stem.depunc	p.5	0.7833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	p.10	0.7782494901428224
europarl	cs	bm25	prec1.lower.stem.depunc	r.10	0.65
europarl	cs	bm25	prec1.lower.stem.depunc	rbo	0.8499999999999999
europarl	cs	bm25	prec1.lower.stem.depunc	ndcg	0.9166666666666666
europarl	cs	bm25	prec1.lower.stem.depunc	bleu.lower	0.9623515200690814
europarl	cs	bm25	prec1.lower.stem.depunc	bleu.lower.stem	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem.depunc	bleu.lower.depunc	0.9623515200690814
europarl	cs	bm25	prec1.lower.stem.depunc	bleu.lower.stem.depunc	0.9666666666666667
europarl	cs	bm25	prec1.lower.stem.depunc	prec1.lower	0.9958246164193105
europarl	cs	bm25	prec1.lower.stem.depunc	prec1.lower.stem	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	prec1.lower.depunc	1.0
europarl	cs	bm25	prec1.lower.stem.depunc	prec2.lower	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	prec2.lower.stem	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec1.lower.stem.depunc	prec2.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	prec3.lower	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	prec3.lower.stem	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	prec3.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	prec3.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	prec4.lower	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	prec4.lower.stem	0.9833333333333333
europarl	cs	bm25	prec1.lower.stem.depunc	prec4.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec1.lower.stem.depunc	prec4.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec2.lower	size	0.9143368661286193
europarl	cs	bm25	prec2.lower	bpe.tokens	0.06846531968814576
europarl	cs	bm25	prec2.lower	map	0.9333333333333332
europarl	cs	bm25	prec2.lower	map.gm	0.7833333333333333
europarl	cs	bm25	prec2.lower	p.5	0.7999999999999999
europarl	cs	bm25	prec2.lower	p.10	0.7949860383179369
europarl	cs	bm25	prec2.lower	r.10	0.6666666666666667
europarl	cs	bm25	prec2.lower	rbo	0.8333333333333333
europarl	cs	bm25	prec2.lower	ndcg	0.9333333333333332
europarl	cs	bm25	prec2.lower	bleu.lower	0.9790880682441959
europarl	cs	bm25	prec2.lower	bleu.lower.stem	0.9833333333333333
europarl	cs	bm25	prec2.lower	bleu.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec2.lower	bleu.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec2.lower	prec1.lower	0.9790880682441959
europarl	cs	bm25	prec2.lower	prec1.lower.stem	0.9666666666666667
europarl	cs	bm25	prec2.lower	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec2.lower	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec2.lower	prec2.lower.stem	1.0
europarl	cs	bm25	prec2.lower	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower	prec2.lower.stem.depunc	1.0
europarl	cs	bm25	prec2.lower	prec3.lower	1.0
europarl	cs	bm25	prec2.lower	prec3.lower.stem	1.0
europarl	cs	bm25	prec2.lower	prec3.lower.depunc	1.0
europarl	cs	bm25	prec2.lower	prec3.lower.stem.depunc	1.0
europarl	cs	bm25	prec2.lower	prec4.lower	1.0
europarl	cs	bm25	prec2.lower	prec4.lower.stem	1.0
europarl	cs	bm25	prec2.lower	prec4.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower	prec4.lower.stem.depunc	1.0
europarl	cs	bm25	prec2.lower.stem	size	0.9143368661286193
europarl	cs	bm25	prec2.lower.stem	bpe.tokens	0.06846531968814576
europarl	cs	bm25	prec2.lower.stem	map	0.9333333333333332
europarl	cs	bm25	prec2.lower.stem	map.gm	0.7833333333333333
europarl	cs	bm25	prec2.lower.stem	p.5	0.7999999999999999
europarl	cs	bm25	prec2.lower.stem	p.10	0.7949860383179369
europarl	cs	bm25	prec2.lower.stem	r.10	0.6666666666666667
europarl	cs	bm25	prec2.lower.stem	rbo	0.8333333333333333
europarl	cs	bm25	prec2.lower.stem	ndcg	0.9333333333333332
europarl	cs	bm25	prec2.lower.stem	bleu.lower	0.9790880682441959
europarl	cs	bm25	prec2.lower.stem	bleu.lower.stem	0.9833333333333333
europarl	cs	bm25	prec2.lower.stem	bleu.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec2.lower.stem	bleu.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec2.lower.stem	prec1.lower	0.9790880682441959
europarl	cs	bm25	prec2.lower.stem	prec1.lower.stem	0.9666666666666667
europarl	cs	bm25	prec2.lower.stem	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec2.lower.stem	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec2.lower.stem	prec2.lower	1.0
europarl	cs	bm25	prec2.lower.stem	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower.stem	prec2.lower.stem.depunc	1.0
europarl	cs	bm25	prec2.lower.stem	prec3.lower	1.0
europarl	cs	bm25	prec2.lower.stem	prec3.lower.stem	1.0
europarl	cs	bm25	prec2.lower.stem	prec3.lower.depunc	1.0
europarl	cs	bm25	prec2.lower.stem	prec3.lower.stem.depunc	1.0
europarl	cs	bm25	prec2.lower.stem	prec4.lower	1.0
europarl	cs	bm25	prec2.lower.stem	prec4.lower.stem	1.0
europarl	cs	bm25	prec2.lower.stem	prec4.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower.stem	prec4.lower.stem.depunc	1.0
europarl	cs	bm25	prec2.lower.depunc	size	0.9095085938862487
europarl	cs	bm25	prec2.lower.depunc	bpe.tokens	0.0802111184899685
europarl	cs	bm25	prec2.lower.depunc	map	0.9288784237188525
europarl	cs	bm25	prec2.lower.depunc	map.gm	0.7782494901428225
europarl	cs	bm25	prec2.lower.depunc	p.5	0.7949860383179369
europarl	cs	bm25	prec2.lower.depunc	p.10	0.7899159663865547
europarl	cs	bm25	prec2.lower.depunc	r.10	0.6610936529170212
europarl	cs	bm25	prec2.lower.depunc	rbo	0.8451956828432803
europarl	cs	bm25	prec2.lower.depunc	ndcg	0.9288784237188525
europarl	cs	bm25	prec2.lower.depunc	bleu.lower	0.9747899159663866
europarl	cs	bm25	prec2.lower.depunc	bleu.lower.stem	0.9790880682441959
europarl	cs	bm25	prec2.lower.depunc	bleu.lower.depunc	0.9747899159663866
europarl	cs	bm25	prec2.lower.depunc	bleu.lower.stem.depunc	0.9790880682441959
europarl	cs	bm25	prec2.lower.depunc	prec1.lower	0.9915966386554623
europarl	cs	bm25	prec2.lower.depunc	prec1.lower.stem	0.9790880682441959
europarl	cs	bm25	prec2.lower.depunc	prec1.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec1.lower.stem.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec2.lower	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec2.lower.stem	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec2.lower.stem.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec3.lower	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec3.lower.stem	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec3.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec3.lower.stem.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec4.lower	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec4.lower.stem	0.9958246164193105
europarl	cs	bm25	prec2.lower.depunc	prec4.lower.depunc	0.9915966386554623
europarl	cs	bm25	prec2.lower.depunc	prec4.lower.stem.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower.stem.depunc	size	0.9143368661286193
europarl	cs	bm25	prec2.lower.stem.depunc	bpe.tokens	0.06846531968814576
europarl	cs	bm25	prec2.lower.stem.depunc	map	0.9333333333333332
europarl	cs	bm25	prec2.lower.stem.depunc	map.gm	0.7833333333333333
europarl	cs	bm25	prec2.lower.stem.depunc	p.5	0.7999999999999999
europarl	cs	bm25	prec2.lower.stem.depunc	p.10	0.7949860383179369
europarl	cs	bm25	prec2.lower.stem.depunc	r.10	0.6666666666666667
europarl	cs	bm25	prec2.lower.stem.depunc	rbo	0.8333333333333333
europarl	cs	bm25	prec2.lower.stem.depunc	ndcg	0.9333333333333332
europarl	cs	bm25	prec2.lower.stem.depunc	bleu.lower	0.9790880682441959
europarl	cs	bm25	prec2.lower.stem.depunc	bleu.lower.stem	0.9833333333333333
europarl	cs	bm25	prec2.lower.stem.depunc	bleu.lower.depunc	0.9790880682441959
europarl	cs	bm25	prec2.lower.stem.depunc	bleu.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec2.lower.stem.depunc	prec1.lower	0.9790880682441959
europarl	cs	bm25	prec2.lower.stem.depunc	prec1.lower.stem	0.9666666666666667
europarl	cs	bm25	prec2.lower.stem.depunc	prec1.lower.depunc	0.9833333333333333
europarl	cs	bm25	prec2.lower.stem.depunc	prec1.lower.stem.depunc	0.9833333333333333
europarl	cs	bm25	prec2.lower.stem.depunc	prec2.lower	1.0
europarl	cs	bm25	prec2.lower.stem.depunc	prec2.lower.stem	1.0
europarl	cs	bm25	prec2.lower.stem.depunc	prec2.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower.stem.depunc	prec3.lower	1.0
europarl	cs	bm25	prec2.lower.stem.depunc	prec3.lower.stem	1.0
europarl	cs	bm25	prec2.lower.stem.depunc	prec3.lower.depunc	1.0
europarl	cs	bm25	prec2.lower.stem.depunc	prec3.lower.stem.depunc	1.0
europarl	cs	bm25	prec2.lower.stem.depunc	prec4.lower	1.0
europarl	cs	bm25	prec2.lower.stem.depunc	prec4.lower.stem	1.0
europarl	cs	bm25	prec2.lower.stem.depunc	prec4.lower.depunc	0.9958246164193105
europarl	cs	bm25	prec2.lower.stem.depunc	prec4.lower.stem.depunc	1.0
europarl	cs	bm25	prec3.lower	size	0.9143368661286193
europarl	cs	bm25	prec3.lower	bpe.tokens	0.06846531968814576
europarl	cs	bm25	prec3.lower	map	0.9333333333333332
europarl	cs	bm25	prec3.lower	map.gm	0.7833333333333333
europarl	cs	bm25	prec3.lower	p.5	0.7999999999999999
europarl	cs	bm25	prec3.lower	p.10	0.7949860383179369
europarl	cs	bm25	prec3.lower	r.10	0.6666666666666667
europarl	cs	bm25	prec3.lower	rbo	0.8333333333333333
europarl	cs	bm25	prec3.lower	ndcg	0.9333333333333332
